Time [s],Channel 0,Channel 1,SDA_O,SDA_T,SCL_O,SCL_T,ena,busy
-1.590483792,1,1,0,1,0,1,0,0
-1.590442125,1,1,0,1,1,1,0,0
-1.590400417,1,1,0,1,0,1,0,0
-1.590358750,1,1,0,1,1,1,0,0
-1.590317083,1,1,0,1,0,1,0,0
-1.590275375,1,1,0,1,1,1,0,0
-1.590233708,1,1,0,1,0,1,0,0
-1.590192000,1,1,0,1,1,1,0,0
-1.590150333,1,1,0,1,0,1,0,0
-1.590108667,1,1,0,1,1,1,0,0
-1.590066958,1,1,0,1,0,1,0,0
-1.590025292,1,1,0,1,1,1,0,0
-1.589983583,1,1,0,1,0,1,0,0
-1.589941917,1,1,0,1,1,1,0,0
-1.589900250,1,1,0,1,0,1,0,0
-1.589858542,1,1,0,1,1,1,0,0
-1.589816875,1,1,0,1,0,1,0,0
-1.589775208,1,1,0,1,1,1,0,0
-1.589733500,1,1,0,1,0,1,0,0
-1.589691833,1,1,0,1,1,1,0,0
-1.589650125,1,1,0,1,0,1,0,0
-1.589608458,1,1,0,1,1,1,0,0
-1.589566792,1,1,0,1,0,1,0,0
-1.589525083,1,1,0,1,1,1,0,0
-1.589483417,1,1,0,1,0,1,0,0
-1.589441750,1,1,0,1,1,1,0,0
-1.589400042,1,1,0,1,0,1,0,0
-1.589358375,1,1,0,1,1,1,0,0
-1.589316667,1,1,0,1,0,1,0,0
-1.589275000,1,1,0,1,1,1,0,0
-1.589233333,1,1,0,1,0,1,0,0
-1.589191625,1,1,0,1,1,1,0,0
-1.589149958,1,1,0,1,0,1,0,0
-1.589108250,1,1,0,1,1,1,0,0
-1.589066583,1,1,0,1,0,1,0,0
-1.589024917,1,1,0,1,1,1,0,0
-1.588983208,1,1,0,1,0,1,0,0
-1.588941542,1,1,0,1,1,1,0,0
-1.588899875,1,1,0,1,0,1,0,0
-1.588858167,1,1,0,1,1,1,0,0
-1.588816500,1,1,0,1,0,1,0,0
-1.588774792,1,1,0,1,1,1,0,0
-1.588733125,1,1,0,1,0,1,0,0
-1.588691458,1,1,0,1,1,1,0,0
-1.588649750,1,1,0,1,0,1,0,0
-1.588608083,1,1,0,1,1,1,0,0
-1.588566375,1,1,0,1,0,1,0,0
-1.588524708,1,1,0,1,1,1,0,0
-1.588483042,1,1,0,1,0,1,0,0
-1.588441333,1,1,0,1,1,1,0,0
-1.588399667,1,1,0,1,0,1,0,0
-1.588358000,1,1,0,1,1,1,0,0
-1.588316292,1,1,0,1,0,1,0,0
-1.588274625,1,1,0,1,1,1,0,0
-1.588232917,1,1,0,1,0,1,0,0
-1.588191250,1,1,0,1,1,1,0,0
-1.588149583,1,1,0,1,0,1,0,0
-1.588107875,1,1,0,1,1,1,0,0
-1.588066208,1,1,0,1,0,1,0,0
-1.588024542,1,1,0,1,1,1,0,0
-1.587982833,1,1,0,1,0,1,0,0
-1.587941167,1,1,0,1,1,1,0,0
-1.587899458,1,1,0,1,0,1,0,0
-1.587857792,1,1,0,1,1,1,0,0
-1.587816125,1,1,0,1,0,1,0,0
-1.587774417,1,1,0,1,1,1,0,0
-1.587732750,1,1,0,1,0,1,0,0
-1.587691042,1,1,0,1,1,1,0,0
-1.587649375,1,1,0,1,0,1,0,0
-1.587607708,1,1,0,1,1,1,0,0
-1.587566000,1,1,0,1,0,1,0,0
-1.587524333,1,1,0,1,1,1,0,0
-1.587482667,1,1,0,1,0,1,0,0
-1.587440958,1,1,0,1,1,1,0,0
-1.587399292,1,1,0,1,0,1,0,0
-1.587357583,1,1,0,1,1,1,0,0
-1.587315917,1,1,0,1,0,1,0,0
-1.587274250,1,1,0,1,1,1,0,0
-1.587232542,1,1,0,1,0,1,0,0
-1.587190875,1,1,0,1,1,1,0,0
-1.587149167,1,1,0,1,0,1,0,0
-1.587107500,1,1,0,1,1,1,0,0
-1.587065833,1,1,0,1,0,1,0,0
-1.587024125,1,1,0,1,1,1,0,0
-1.586982458,1,1,0,1,0,1,0,0
-1.586940792,1,1,0,1,1,1,0,0
-1.586899083,1,1,0,1,0,1,0,0
-1.586857417,1,1,0,1,1,1,0,0
-1.586815708,1,1,0,1,0,1,0,0
-1.586774042,1,1,0,1,1,1,0,0
-1.586732375,1,1,0,1,0,1,0,0
-1.586690667,1,1,0,1,1,1,0,0
-1.586649000,1,1,0,1,0,1,0,0
-1.586607292,1,1,0,1,1,1,0,0
-1.586565625,1,1,0,1,0,1,0,0
-1.586523958,1,1,0,1,1,1,0,0
-1.586482250,1,1,0,1,0,1,0,0
-1.586440583,1,1,0,1,1,1,0,0
-1.586398917,1,1,0,1,0,1,0,0
-1.586357208,1,1,0,1,1,1,0,0
-1.586315542,1,1,0,1,0,1,0,0
-1.586273833,1,1,0,1,1,1,0,0
-1.586232167,1,1,0,1,0,1,0,0
-1.586190500,1,1,0,1,1,1,0,0
-1.586148792,1,1,0,1,0,1,0,0
-1.586107125,1,1,0,1,1,1,0,0
-1.586065458,1,1,0,1,0,1,0,0
-1.586023750,1,1,0,1,1,1,0,0
-1.585982083,1,1,0,1,0,1,0,0
-1.585940375,1,1,0,1,1,1,0,0
-1.585898708,1,1,0,1,0,1,0,0
-1.585857042,1,1,0,1,1,1,0,0
-1.585815333,1,1,0,1,0,1,0,0
-1.585773667,1,1,0,1,1,1,0,0
-1.585731958,1,1,0,1,0,1,0,0
-1.585690292,1,1,0,1,1,1,0,0
-1.585648625,1,1,0,1,0,1,0,0
-1.585606917,1,1,0,1,1,1,0,0
-1.585565250,1,1,0,1,0,1,0,0
-1.585523583,1,1,0,1,1,1,0,0
-1.585481875,1,1,0,1,0,1,0,0
-1.585440208,1,1,0,1,1,1,0,0
-1.585398500,1,1,0,1,0,1,0,0
-1.585356833,1,1,0,1,1,1,0,0
-1.585315167,1,1,0,1,0,1,0,0
-1.585273458,1,1,0,1,1,1,0,0
-1.585231792,1,1,0,1,0,1,0,0
-1.585190083,1,1,0,1,1,1,0,0
-1.585148417,1,1,0,1,0,1,0,0
-1.585106750,1,1,0,1,1,1,0,0
-1.585065042,1,1,0,1,0,1,0,0
-1.585023375,1,1,0,1,1,1,0,0
-1.584981708,1,1,0,1,0,1,0,0
-1.584940000,1,1,0,1,1,1,0,0
-1.584898333,1,1,0,1,0,1,0,0
-1.584856625,1,1,0,1,1,1,0,0
-1.584814958,1,1,0,1,0,1,0,0
-1.584773292,1,1,0,1,1,1,0,0
-1.584731583,1,1,0,1,0,1,0,0
-1.584689917,1,1,0,1,1,1,0,0
-1.584648208,1,1,0,1,0,1,0,0
-1.584606542,1,1,0,1,1,1,0,0
-1.584564875,1,1,0,1,0,1,0,0
-1.584523167,1,1,0,1,1,1,0,0
-1.584481500,1,1,0,1,0,1,0,0
-1.584439833,1,1,0,1,1,1,0,0
-1.584398125,1,1,0,1,0,1,0,0
-1.584356458,1,1,0,1,1,1,0,0
-1.584314750,1,1,0,1,0,1,0,0
-1.584273083,1,1,0,1,1,1,0,0
-1.584231417,1,1,0,1,0,1,0,0
-1.584189708,1,1,0,1,1,1,0,0
-1.584148042,1,1,0,1,0,1,0,0
-1.584106375,1,1,0,1,1,1,0,0
-1.584064667,1,1,0,1,0,1,0,0
-1.584023000,1,1,0,1,1,1,0,0
-1.583981292,1,1,0,1,0,1,0,0
-1.583939625,1,1,0,1,1,1,0,0
-1.583897958,1,1,0,1,0,1,0,0
-1.583856250,1,1,0,1,1,1,0,0
-1.583814583,1,1,0,1,0,1,0,0
-1.583772875,1,1,0,1,1,1,0,0
-1.583731208,1,1,0,1,0,1,0,0
-1.583689542,1,1,0,1,1,1,0,0
-1.583647833,1,1,0,1,0,1,0,0
-1.583606167,1,1,0,1,1,1,0,0
-1.583564500,1,1,0,1,0,1,0,0
-1.583522792,1,1,0,1,1,1,0,0
-1.583481125,1,1,0,1,0,1,0,0
-1.583439417,1,1,0,1,1,1,0,0
-1.583397750,1,1,0,1,0,1,0,0
-1.583356083,1,1,0,1,1,1,0,0
-1.583314375,1,1,0,1,0,1,0,0
-1.583272708,1,1,0,1,1,1,0,0
-1.583231000,1,1,0,1,0,1,0,0
-1.583189333,1,1,0,1,1,1,0,0
-1.583147667,1,1,0,1,0,1,0,0
-1.583105958,1,1,0,1,1,1,0,0
-1.583064292,1,1,0,1,0,1,0,0
-1.583022625,1,1,0,1,1,1,0,0
-1.582980917,1,1,0,1,0,1,0,0
-1.582939250,1,1,0,1,1,1,0,0
-1.582897542,1,1,0,1,0,1,0,0
-1.582855875,1,1,0,1,1,1,0,0
-1.582814208,1,1,0,1,0,1,0,0
-1.582772500,1,1,0,1,1,1,0,0
-1.582730833,1,1,0,1,0,1,0,0
-1.582689167,1,1,0,1,1,1,0,0
-1.582647458,1,1,0,1,0,1,0,0
-1.582605792,1,1,0,1,1,1,0,0
-1.582564083,1,1,0,1,0,1,0,0
-1.582522417,1,1,0,1,1,1,0,0
-1.582480750,1,1,0,1,0,1,0,0
-1.582439042,1,1,0,1,1,1,0,0
-1.582397375,1,1,0,1,0,1,0,0
-1.582355667,1,1,0,1,1,1,0,0
-1.582314000,1,1,0,1,0,1,0,0
-1.582272333,1,1,0,1,1,1,0,0
-1.582230625,1,1,0,1,0,1,0,0
-1.582188958,1,1,0,1,1,1,0,0
-1.582147292,1,1,0,1,0,1,0,0
-1.582105583,1,1,0,1,1,1,0,0
-1.582063917,1,1,0,1,0,1,0,0
-1.582022208,1,1,0,1,1,1,0,0
-1.581980542,1,1,0,1,0,1,0,0
-1.581938875,1,1,0,1,1,1,0,0
-1.581897167,1,1,0,1,0,1,0,0
-1.581855500,1,1,0,1,1,1,0,0
-1.581813792,1,1,0,1,0,1,0,0
-1.581772125,1,1,0,1,1,1,0,0
-1.581730458,1,1,0,1,0,1,0,0
-1.581688750,1,1,0,1,1,1,0,0
-1.581647083,1,1,0,1,0,1,0,0
-1.581605417,1,1,0,1,1,1,0,0
-1.581563708,1,1,0,1,0,1,0,0
-1.581522042,1,1,0,1,1,1,0,0
-1.581480333,1,1,0,1,0,1,0,0
-1.581438667,1,1,0,1,1,1,0,0
-1.581397000,1,1,0,1,0,1,0,0
-1.581355292,1,1,0,1,1,1,0,0
-1.581313625,1,1,0,1,0,1,0,0
-1.581271917,1,1,0,1,1,1,0,0
-1.581230250,1,1,0,1,0,1,0,0
-1.581188583,1,1,0,1,1,1,0,0
-1.581146875,1,1,0,1,0,1,0,0
-1.581105208,1,1,0,1,1,1,0,0
-1.581063542,1,1,0,1,0,1,0,0
-1.581021833,1,1,0,1,1,1,0,0
-1.580980167,1,1,0,1,0,1,0,0
-1.580938458,1,1,0,1,1,1,0,0
-1.580896792,1,1,0,1,0,1,0,0
-1.580855125,1,1,0,1,1,1,0,0
-1.580813417,1,1,0,1,0,1,0,0
-1.580771750,1,1,0,1,1,1,0,0
-1.580730042,1,1,0,1,0,1,0,0
-1.580688375,1,1,0,1,1,1,0,0
-1.580646708,1,1,0,1,0,1,0,0
-1.580605000,1,1,0,1,1,1,0,0
-1.580563333,1,1,0,1,0,1,0,0
-1.580521667,1,1,0,1,1,1,0,0
-1.580479958,1,1,0,1,0,1,0,0
-1.580438292,1,1,0,1,1,1,0,0
-1.580396583,1,1,0,1,0,1,0,0
-1.580354917,1,1,0,1,1,1,0,0
-1.580313250,1,1,0,1,0,1,0,0
-1.580271542,1,1,0,1,1,1,0,0
-1.580229875,1,1,0,1,0,1,0,0
-1.580188208,1,1,0,1,1,1,0,0
-1.580146500,1,1,0,1,0,1,0,0
-1.580104833,1,1,0,1,1,1,0,0
-1.580063125,1,1,0,1,0,1,0,0
-1.580021458,1,1,0,1,1,1,0,0
-1.579979792,1,1,0,1,0,1,0,0
-1.579938083,1,1,0,1,1,1,0,0
-1.579896417,1,1,0,1,0,1,0,0
-1.579854708,1,1,0,1,1,1,0,0
-1.579813042,1,1,0,1,0,1,0,0
-1.579771375,1,1,0,1,1,1,0,0
-1.579729667,1,1,0,1,0,1,0,0
-1.579688000,1,1,0,1,1,1,0,0
-1.579646333,1,1,0,1,0,1,0,0
-1.579604625,1,1,0,1,1,1,0,0
-1.579562958,1,1,0,1,0,1,0,0
-1.579521250,1,1,0,1,1,1,0,0
-1.579479583,1,1,0,1,0,1,0,0
-1.579437917,1,1,0,1,1,1,0,0
-1.579396208,1,1,0,1,0,1,0,0
-1.579354542,1,1,0,1,1,1,0,0
-1.579312833,1,1,0,1,0,1,0,0
-1.579271167,1,1,0,1,1,1,0,0
-1.579229500,1,1,0,1,0,1,0,0
-1.579187792,1,1,0,1,1,1,0,0
-1.579146125,1,1,0,1,0,1,0,0
-1.579104458,1,1,0,1,1,1,0,0
-1.579062750,1,1,0,1,0,1,0,0
-1.579021083,1,1,0,1,1,1,0,0
-1.578979375,1,1,0,1,0,1,0,0
-1.578937708,1,1,0,1,1,1,0,0
-1.578896042,1,1,0,1,0,1,0,0
-1.578854333,1,1,0,1,1,1,0,0
-1.578812667,1,1,0,1,0,1,0,0
-1.578771000,1,1,0,1,1,1,0,0
-1.578729292,1,1,0,1,0,1,0,0
-1.578687625,1,1,0,1,1,1,0,0
-1.578645917,1,1,0,1,0,1,0,0
-1.578604250,1,1,0,1,1,1,0,0
-1.578562583,1,1,0,1,0,1,0,0
-1.578520875,1,1,0,1,1,1,0,0
-1.578479208,1,1,0,1,0,1,0,0
-1.578437500,1,1,0,1,1,1,0,0
-1.578395833,1,1,0,1,0,1,0,0
-1.578354167,1,1,0,1,1,1,0,0
-1.578312458,1,1,0,1,0,1,0,0
-1.578270792,1,1,0,1,1,1,0,0
-1.578229125,1,1,0,1,0,1,0,0
-1.578187417,1,1,0,1,1,1,0,0
-1.578145750,1,1,0,1,0,1,0,0
-1.578104042,1,1,0,1,1,1,0,0
-1.578062375,1,1,0,1,0,1,0,0
-1.578020708,1,1,0,1,1,1,0,0
-1.577979000,1,1,0,1,0,1,0,0
-1.577937333,1,1,0,1,1,1,0,0
-1.577895625,1,1,0,1,0,1,0,0
-1.577853958,1,1,0,1,1,1,0,0
-1.577812292,1,1,0,1,0,1,0,0
-1.577770583,1,1,0,1,1,1,0,0
-1.577728917,1,1,0,1,0,1,0,0
-1.577687250,1,1,0,1,1,1,0,0
-1.577645542,1,1,0,1,0,1,0,0
-1.577603875,1,1,0,1,1,1,0,0
-1.577562167,1,1,0,1,0,1,0,0
-1.577520500,1,1,0,1,1,1,0,0
-1.577478833,1,1,0,1,0,1,0,0
-1.577437125,1,1,0,1,1,1,0,0
-1.577395458,1,1,0,1,0,1,0,0
-1.577353750,1,1,0,1,1,1,0,0
-1.577312083,1,1,0,1,0,1,0,0
-1.577270417,1,1,0,1,1,1,0,0
-1.577228708,1,1,0,1,0,1,0,0
-1.577187042,1,1,0,1,1,1,0,0
-1.577145375,1,1,0,1,0,1,0,0
-1.577103667,1,1,0,1,1,1,0,0
-1.577062000,1,1,0,1,0,1,0,0
-1.577020292,1,1,0,1,1,1,0,0
-1.576978625,1,1,0,1,0,1,0,0
-1.576936958,1,1,0,1,1,1,0,0
-1.576895250,1,1,0,1,0,1,0,0
-1.576853583,1,1,0,1,1,1,0,0
-1.576811917,1,1,0,1,0,1,0,0
-1.576770208,1,1,0,1,1,1,0,0
-1.576728542,1,1,0,1,0,1,0,0
-1.576686833,1,1,0,1,1,1,0,0
-1.576645167,1,1,0,1,0,1,0,0
-1.576603500,1,1,0,1,1,1,0,0
-1.576561792,1,1,0,1,0,1,0,0
-1.576520125,1,1,0,1,1,1,0,0
-1.576478417,1,1,0,1,0,1,0,0
-1.576436750,1,1,0,1,1,1,0,0
-1.576395083,1,1,0,1,0,1,0,0
-1.576353375,1,1,0,1,1,1,0,0
-1.576311708,1,1,0,1,0,1,0,0
-1.576270042,1,1,0,1,1,1,0,0
-1.576228333,1,1,0,1,0,1,0,0
-1.576186667,1,1,0,1,1,1,0,0
-1.576144958,1,1,0,1,0,1,0,0
-1.576103292,1,1,0,1,1,1,0,0
-1.576061625,1,1,0,1,0,1,0,0
-1.576019917,1,1,0,1,1,1,0,0
-1.575978250,1,1,0,1,0,1,0,0
-1.575936542,1,1,0,1,1,1,0,0
-1.575894875,1,1,0,1,0,1,0,0
-1.575853208,1,1,0,1,1,1,0,0
-1.575811500,1,1,0,1,0,1,0,0
-1.575769833,1,1,0,1,1,1,0,0
-1.575728167,1,1,0,1,0,1,0,0
-1.575686458,1,1,0,1,1,1,0,0
-1.575644792,1,1,0,1,0,1,0,0
-1.575603083,1,1,0,1,1,1,0,0
-1.575561417,1,1,0,1,0,1,0,0
-1.575519750,1,1,0,1,1,1,0,0
-1.575478042,1,1,0,1,0,1,0,0
-1.575436375,1,1,0,1,1,1,0,0
-1.575394667,1,1,0,1,0,1,0,0
-1.575353000,1,1,0,1,1,1,0,0
-1.575311333,1,1,0,1,0,1,0,0
-1.575269625,1,1,0,1,1,1,0,0
-1.575227958,1,1,0,1,0,1,0,0
-1.575186292,1,1,0,1,1,1,0,0
-1.575144583,1,1,0,1,0,1,0,0
-1.575102917,1,1,0,1,1,1,0,0
-1.575061208,1,1,0,1,0,1,0,0
-1.575019542,1,1,0,1,1,1,0,0
-1.574977875,1,1,0,1,0,1,0,0
-1.574936167,1,1,0,1,1,1,0,0
-1.574894500,1,1,0,1,0,1,0,0
-1.574852833,1,1,0,1,1,1,0,0
-1.574811125,1,1,0,1,0,1,0,0
-1.574769458,1,1,0,1,1,1,0,0
-1.574727750,1,1,0,1,0,1,0,0
-1.574686083,1,1,0,1,1,1,0,0
-1.574644417,1,1,0,1,0,1,0,0
-1.574602708,1,1,0,1,1,1,0,0
-1.574561042,1,1,0,1,0,1,0,0
-1.574519333,1,1,0,1,1,1,0,0
-1.574477667,1,1,0,1,0,1,0,0
-1.574436000,1,1,0,1,1,1,0,0
-1.574394292,1,1,0,1,0,1,0,0
-1.574352625,1,1,0,1,1,1,0,0
-1.574310958,1,1,0,1,0,1,0,0
-1.574269250,1,1,0,1,1,1,0,0
-1.574227583,1,1,0,1,0,1,0,0
-1.574185875,1,1,0,1,1,1,0,0
-1.574144208,1,1,0,1,0,1,0,0
-1.574102542,1,1,0,1,1,1,0,0
-1.574060833,1,1,0,1,0,1,0,0
-1.574019167,1,1,0,1,1,1,0,0
-1.573977458,1,1,0,1,0,1,0,0
-1.573935792,1,1,0,1,1,1,0,0
-1.573894125,1,1,0,1,0,1,0,0
-1.573852417,1,1,0,1,1,1,0,0
-1.573810750,1,1,0,1,0,1,0,0
-1.573769083,1,1,0,1,1,1,0,0
-1.573727375,1,1,0,1,0,1,0,0
-1.573685708,1,1,0,1,1,1,0,0
-1.573644000,1,1,0,1,0,1,0,0
-1.573602333,1,1,0,1,1,1,0,0
-1.573560667,1,1,0,1,0,1,0,0
-1.573518958,1,1,0,1,1,1,0,0
-1.573477292,1,1,0,1,0,1,0,0
-1.573435625,1,1,0,1,1,1,0,0
-1.573393917,1,1,0,1,0,1,0,0
-1.573352250,1,1,0,1,1,1,0,0
-1.573310542,1,1,0,1,0,1,0,0
-1.573268875,1,1,0,1,1,1,0,0
-1.573227208,1,1,0,1,0,1,0,0
-1.573185500,1,1,0,1,1,1,0,0
-1.573143833,1,1,0,1,0,1,0,0
-1.573102125,1,1,0,1,1,1,0,0
-1.573060458,1,1,0,1,0,1,0,0
-1.573018792,1,1,0,1,1,1,0,0
-1.572977083,1,1,0,1,0,1,0,0
-1.572935417,1,1,0,1,1,1,0,0
-1.572893750,1,1,0,1,0,1,0,0
-1.572852042,1,1,0,1,1,1,0,0
-1.572810375,1,1,0,1,0,1,0,0
-1.572768667,1,1,0,1,1,1,0,0
-1.572727000,1,1,0,1,0,1,0,0
-1.572685333,1,1,0,1,1,1,0,0
-1.572643625,1,1,0,1,0,1,0,0
-1.572601958,1,1,0,1,1,1,0,0
-1.572560250,1,1,0,1,0,1,0,0
-1.572518583,1,1,0,1,1,1,0,0
-1.572476917,1,1,0,1,0,1,0,0
-1.572435208,1,1,0,1,1,1,0,0
-1.572393542,1,1,0,1,0,1,0,0
-1.572351875,1,1,0,1,1,1,0,0
-1.572310167,1,1,0,1,0,1,0,0
-1.572268500,1,1,0,1,1,1,0,0
-1.572226792,1,1,0,1,0,1,0,0
-1.572185125,1,1,0,1,1,1,0,0
-1.572143458,1,1,0,1,0,1,0,0
-1.572101750,1,1,0,1,1,1,0,0
-1.572060083,1,1,0,1,0,1,0,0
-1.572018375,1,1,0,1,1,1,0,0
-1.571976708,1,1,0,1,0,1,0,0
-1.571935042,1,1,0,1,1,1,0,0
-1.571893333,1,1,0,1,0,1,0,0
-1.571851667,1,1,0,1,1,1,0,0
-1.571810000,1,1,0,1,0,1,0,0
-1.571768292,1,1,0,1,1,1,0,0
-1.571726625,1,1,0,1,0,1,0,0
-1.571684917,1,1,0,1,1,1,0,0
-1.571643250,1,1,0,1,0,1,0,0
-1.571601583,1,1,0,1,1,1,0,0
-1.571559875,1,1,0,1,0,1,0,0
-1.571518208,1,1,0,1,1,1,0,0
-1.571476542,1,1,0,1,0,1,0,0
-1.571434833,1,1,0,1,1,1,0,0
-1.571393167,1,1,0,1,0,1,0,0
-1.571351458,1,1,0,1,1,1,0,0
-1.571309792,1,1,0,1,0,1,0,0
-1.571268125,1,1,0,1,1,1,0,0
-1.571226417,1,1,0,1,0,1,0,0
-1.571184750,1,1,0,1,1,1,0,0
-1.571143042,1,1,0,1,0,1,0,0
-1.571101375,1,1,0,1,1,1,0,0
-1.571059708,1,1,0,1,0,1,0,0
-1.571018000,1,1,0,1,1,1,0,0
-1.570976333,1,1,0,1,0,1,0,0
-1.570934667,1,1,0,1,1,1,0,0
-1.570892958,1,1,0,1,0,1,0,0
-1.570851292,1,1,0,1,1,1,0,0
-1.570809583,1,1,0,1,0,1,0,0
-1.570767917,1,1,0,1,1,1,0,0
-1.570726250,1,1,0,1,0,1,0,0
-1.570684542,1,1,0,1,1,1,0,0
-1.570642875,1,1,0,1,0,1,0,0
-1.570601167,1,1,0,1,1,1,0,0
-1.570559500,1,1,0,1,0,1,0,0
-1.570517833,1,1,0,1,1,1,0,0
-1.570476125,1,1,0,1,0,1,0,0
-1.570434458,1,1,0,1,1,1,0,0
-1.570392792,1,1,0,1,0,1,0,0
-1.570351083,1,1,0,1,1,1,0,0
-1.570309417,1,1,0,1,0,1,0,0
-1.570267708,1,1,0,1,1,1,0,0
-1.570226042,1,1,0,1,0,1,0,0
-1.570184375,1,1,0,1,1,1,0,0
-1.570142667,1,1,0,1,0,1,0,0
-1.570101000,1,1,0,1,1,1,0,0
-1.570059292,1,1,0,1,0,1,0,0
-1.570017625,1,1,0,1,1,1,0,0
-1.569975958,1,1,0,1,0,1,0,0
-1.569934250,1,1,0,1,1,1,0,0
-1.569892583,1,1,0,1,0,1,0,0
-1.569850917,1,1,0,1,1,1,0,0
-1.569809208,1,1,0,1,0,1,0,0
-1.569767542,1,1,0,1,1,1,0,0
-1.569725833,1,1,0,1,0,1,0,0
-1.569684167,1,1,0,1,1,1,0,0
-1.569642500,1,1,0,1,0,1,0,0
-1.569600792,1,1,0,1,1,1,0,0
-1.569559125,1,1,0,1,0,1,0,0
-1.569517458,1,1,0,1,1,1,0,0
-1.569475750,1,1,0,1,0,1,0,0
-1.569434083,1,1,0,1,1,1,0,0
-1.569392375,1,1,0,1,0,1,0,0
-1.569350708,1,1,0,1,1,1,0,0
-1.569309042,1,1,0,1,0,1,0,0
-1.569267333,1,1,0,1,1,1,0,0
-1.569225667,1,1,0,1,0,1,0,0
-1.569183958,1,1,0,1,1,1,0,0
-1.569142292,1,1,0,1,0,1,0,0
-1.569100625,1,1,0,1,1,1,0,0
-1.569058917,1,1,0,1,0,1,0,0
-1.569017250,1,1,0,1,1,1,0,0
-1.568975583,1,1,0,1,0,1,0,0
-1.568933875,1,1,0,1,1,1,0,0
-1.568892208,1,1,0,1,0,1,0,0
-1.568850500,1,1,0,1,1,1,0,0
-1.568808833,1,1,0,1,0,1,0,0
-1.568767167,1,1,0,1,1,1,0,0
-1.568725458,1,1,0,1,0,1,0,0
-1.568683792,1,1,0,1,1,1,0,0
-1.568642083,1,1,0,1,0,1,0,0
-1.568600417,1,1,0,1,1,1,0,0
-1.568558750,1,1,0,1,0,1,0,0
-1.568517042,1,1,0,1,1,1,0,0
-1.568475375,1,1,0,1,0,1,0,0
-1.568433708,1,1,0,1,1,1,0,0
-1.568392000,1,1,0,1,0,1,0,0
-1.568350333,1,1,0,1,1,1,0,0
-1.568308625,1,1,0,1,0,1,0,0
-1.568266958,1,1,0,1,1,1,0,0
-1.568225292,1,1,0,1,0,1,0,0
-1.568183583,1,1,0,1,1,1,0,0
-1.568141917,1,1,0,1,0,1,0,0
-1.568100208,1,1,0,1,1,1,0,0
-1.568058542,1,1,0,1,0,1,0,0
-1.568016875,1,1,0,1,1,1,0,0
-1.567975167,1,1,0,1,0,1,0,0
-1.567933500,1,1,0,1,1,1,0,0
-1.567891833,1,1,0,1,0,1,0,0
-1.567850125,1,1,0,1,1,1,0,0
-1.567808458,1,1,0,1,0,1,0,0
-1.567766750,1,1,0,1,1,1,0,0
-1.567725083,1,1,0,1,0,1,0,0
-1.567683417,1,1,0,1,1,1,0,0
-1.567641708,1,1,0,1,0,1,0,0
-1.567600042,1,1,0,1,1,1,0,0
-1.567558375,1,1,0,1,0,1,0,0
-1.567516667,1,1,0,1,1,1,0,0
-1.567475000,1,1,0,1,0,1,0,0
-1.567433292,1,1,0,1,1,1,0,0
-1.567391625,1,1,0,1,0,1,0,0
-1.567349958,1,1,0,1,1,1,0,0
-1.567308250,1,1,0,1,0,1,0,0
-1.567266583,1,1,0,1,1,1,0,0
-1.567224875,1,1,0,1,0,1,0,0
-1.567183208,1,1,0,1,1,1,0,0
-1.567141542,1,1,0,1,0,1,0,0
-1.567099833,1,1,0,1,1,1,0,0
-1.567058167,1,1,0,1,0,1,0,0
-1.567016500,1,1,0,1,1,1,0,0
-1.566974792,1,1,0,1,0,1,0,0
-1.566933125,1,1,0,1,1,1,0,0
-1.566891417,1,1,0,1,0,1,0,0
-1.566849750,1,1,0,1,1,1,0,0
-1.566808083,1,1,0,1,0,1,0,0
-1.566766375,1,1,0,1,1,1,0,0
-1.566724708,1,1,0,1,0,1,0,0
-1.566683000,1,1,0,1,1,1,0,0
-1.566641333,1,1,0,1,0,1,0,0
-1.566599667,1,1,0,1,1,1,0,0
-1.566557958,1,1,0,1,0,1,0,0
-1.566516292,1,1,0,1,1,1,0,0
-1.566474625,1,1,0,1,0,1,0,0
-1.566432917,1,1,0,1,1,1,0,0
-1.566391250,1,1,0,1,0,1,0,0
-1.566349542,1,1,0,1,1,1,0,0
-1.566307875,1,1,0,1,0,1,0,0
-1.566266208,1,1,0,1,1,1,0,0
-1.566224500,1,1,0,1,0,1,0,0
-1.566182833,1,1,0,1,1,1,0,0
-1.566141125,1,1,0,1,0,1,0,0
-1.566099458,1,1,0,1,1,1,0,0
-1.566057792,1,1,0,1,0,1,0,0
-1.566016083,1,1,0,1,1,1,0,0
-1.565974417,1,1,0,1,0,1,0,0
-1.565932750,1,1,0,1,1,1,0,0
-1.565891042,1,1,0,1,0,1,0,0
-1.565849375,1,1,0,1,1,1,0,0
-1.565807667,1,1,0,1,0,1,0,0
-1.565766000,1,1,0,1,1,1,0,0
-1.565724333,1,1,0,1,0,1,0,0
-1.565682625,1,1,0,1,1,1,0,0
-1.565640958,1,1,0,1,0,1,0,0
-1.565599292,1,1,0,1,1,1,0,0
-1.565557583,1,1,0,1,0,1,0,0
-1.565515917,1,1,0,1,1,1,0,0
-1.565474208,1,1,0,1,0,1,0,0
-1.565432542,1,1,0,1,1,1,0,0
-1.565390875,1,1,0,1,0,1,0,0
-1.565349167,1,1,0,1,1,1,0,0
-1.565307500,1,1,0,1,0,1,0,0
-1.565265792,1,1,0,1,1,1,0,0
